"Time","Closts","Bifidos","Desulfos","Bacteroides"
1149,818,19984,24,4560
1150,818,19945,24,4541
1151,817,19917,24,4534
1152,816,19883,24,4527
1153,815,19878,24,4518
1154,814,19874,24,4516
1155,811,19860,24,4511
1156,813,19834,24,4502
1157,810,19842,24,4499
1158,809,19843,25,4497
1159,810,19852,25,4497
1160,810,19868,25,4501
1161,810,19879,25,4509
1162,811,19887,25,4509
1163,812,19908,25,4508
1164,812,19928,25,4510
1165,812,19934,25,4509
1166,813,19934,25,4506
1167,815,19925,25,4502
1168,815,19918,25,4496
1169,811,19896,25,4486
1170,807,19861,26,4476
1171,807,19826,26,4474
1172,804,19808,26,4471
1173,804,19794,26,4457
1174,801,19765,26,4448
1175,801,19757,26,4441
1176,801,19748,26,4434
1177,801,19708,26,4434
1178,799,19696,26,4428
1179,798,19676,26,4419
1180,795,19661,26,4409
1181,794,19649,26,4403
1182,793,19644,26,4396
1183,794,19652,26,4397
1184,795,19669,26,4400
1185,798,19677,26,4400
1186,801,19678,26,4403
1187,802,19688,26,4405
1188,802,19694,26,4407
1189,801,19706,26,4407
1190,801,19718,26,4411
1191,799,19730,26,4415
1192,799,19744,26,4417
1193,797,19758,26,4418
1194,796,19761,26,4415
1195,796,19771,26,4419
1196,795,19772,26,4420
1197,794,19741,26,4422
1198,792,19703,26,4421
1199,793,19667,26,4413
1200,794,19636,26,4407
1201,793,19617,26,4397
1202,794,19612,26,4387
1203,794,19608,26,4378
1204,793,19590,26,4367
1205,793,19573,27,4357
1206,790,19539,27,4349
1207,788,19521,27,4338
1208,787,19501,27,4331
1209,786,19487,27,4323
1210,788,19456,27,4316
1211,787,19453,27,4316
1212,788,19440,27,4321
1213,788,19444,27,4325
1214,788,19444,27,4330
1215,788,19445,27,4334
1216,787,19447,27,4335
1217,786,19448,27,4333
1218,784,19420,27,4330
1219,783,19401,27,4326
1220,780,19387,27,4329
1221,779,19367,27,4336
1222,777,19356,27,4337
1223,777,19356,27,4335
1224,780,19345,27,4331
1225,781,19339,27,4335
1226,780,19348,27,4335
1227,781,19353,27,4333
1228,782,19360,27,4333
1229,783,19357,27,4334
1230,782,19362,27,4334
1231,777,19374,27,4336
1232,776,19394,27,4338
1233,776,19419,27,4348
1234,777,19448,27,4352
1235,778,19455,27,4362
1236,778,19454,27,4366
1237,778,19462,27,4365
1238,778,19470,27,4363
1239,779,19461,27,4359
1240,778,19436,27,4351
1241,779,19417,27,4344
1242,776,19379,27,4336
1243,774,19337,27,4328
1244,775,19310,27,4321
1245,774,19291,26,4312
1246,774,19263,26,4311
1247,775,19237,25,4304
1248,776,19226,25,4292
1249,775,19207,25,4280
1250,775,19197,25,4278
1251,769,19185,25,4277
1252,769,19178,25,4273
1253,772,19175,25,4271
1254,773,19150,26,4264
1255,771,19122,26,4262
1256,770,19109,26,4267
1257,768,19091,26,4260
1258,768,19082,26,4261
1259,770,19083,26,4255
1260,769,19089,26,4254
1261,772,19104,26,4248
1262,775,19134,26,4246
1263,777,19149,26,4245
1264,778,19167,26,4247
1265,778,19184,26,4254
1266,778,19185,27,4255
1267,778,19194,27,4257
1268,778,19204,27,4260
1269,777,19212,27,4265
1270,777,19207,27,4268
1271,776,19208,27,4269
1272,776,19212,27,4271
1273,779,19216,27,4278
1274,784,19196,27,4279
1275,785,19163,27,4285
1276,783,19132,27,4286
1277,782,19087,27,4281
1278,779,19073,27,4277
1279,779,19051,27,4261
1280,778,19023,27,4268
1281,776,18991,27,4270
1282,778,18980,26,4269
1283,780,18971,26,4260
1284,779,18959,26,4259
1285,779,18954,26,4253
1286,778,18964,26,4255
1287,782,18977,26,4258
1288,780,18988,26,4260
1289,780,18996,26,4262
1290,783,19009,26,4264
1291,786,19016,26,4266
1292,788,19038,26,4273
1293,789,19067,26,4279
1294,789,19071,26,4281
1295,789,19082,26,4278
1296,789,19106,26,4274
1297,789,19112,26,4271
1298,788,19118,26,4274
1299,788,19126,26,4282
1300,789,19142,26,4289
1301,789,19166,26,4291
1302,788,19184,26,4290
1303,789,19199,26,4291
1304,789,19215,26,4292
1305,792,19215,26,4290
1306,794,19219,26,4289
1307,795,19229,26,4292
1308,795,19225,26,4289
1309,795,19205,26,4283
1310,794,19170,26,4278
1311,793,19123,26,4274
1312,796,19081,27,4274
1313,795,19061,27,4272
1314,796,19026,27,4268
1315,796,19031,27,4266
1316,797,19026,27,4266
1317,799,19034,27,4272
1318,799,19053,27,4277
1319,800,19070,27,4281
1320,800,19094,27,4282
1321,802,19111,27,4286
1322,804,19119,27,4294
1323,805,19123,27,4301
1324,805,19127,27,4305
1325,805,19137,27,4309
1326,807,19144,27,4310
1327,812,19158,27,4309
1328,815,19177,28,4311
1329,816,19176,28,4310
1330,816,19155,28,4302
1331,812,19123,28,4301
1332,812,19074,28,4299
1333,811,19060,28,4292
1334,810,19037,28,4287
1335,809,19046,28,4286
1336,812,19046,28,4282
1337,809,19053,28,4284
1338,810,19055,28,4282
1339,811,19068,28,4285
1340,811,19095,28,4287
1341,810,19118,28,4290
1342,810,19124,28,4292
1343,809,19105,28,4276
1344,806,19070,28,4270
1345,805,19022,28,4263
1346,803,18990,28,4261
1347,801,18980,28,4256
1348,802,18977,28,4260
1349,806,18970,28,4257
1350,808,18987,28,4255
1351,809,19001,28,4252
1352,810,19000,28,4254
1353,810,19013,28,4257
1354,812,19013,28,4257
1355,812,19023,28,4254
1356,810,19011,28,4251
1357,806,18996,28,4239
1358,806,18977,28,4236
1359,803,18931,28,4225
1360,804,18905,28,4211
1361,810,18882,28,4201
1362,814,18877,28,4197
1363,815,18901,28,4189
1364,813,18938,28,4192
1365,814,18966,28,4195
1366,818,18983,28,4195
1367,818,18977,28,4192
1368,819,18994,28,4189
1369,821,19014,28,4190
1370,825,19038,28,4185
1371,825,19058,28,4183
1372,826,19077,28,4188
1373,826,19088,28,4183
1374,823,19087,28,4183
1375,822,19077,28,4178
1376,821,19049,28,4170
1377,822,19030,28,4164
1378,817,19029,28,4158
1379,816,19036,28,4165
1380,817,19042,28,4180
1381,817,19046,28,4188
1382,816,19058,28,4193
1383,818,19079,28,4199
1384,822,19084,28,4197
1385,824,19085,28,4195
1386,824,19080,28,4197
1387,824,19080,28,4202
1388,826,19087,28,4212
1389,828,19103,28,4218
1390,829,19112,29,4221
1391,829,19127,30,4220
1392,829,19141,30,4228
1393,829,19154,30,4236
1394,830,19153,30,4245
1395,830,19145,30,4245
1396,826,19134,29,4251
1397,825,19128,29,4248
1398,824,19100,29,4242
1399,824,19086,29,4242
1400,825,19087,29,4245
1401,826,19088,29,4254
1402,826,19094,29,4259
1403,826,19108,29,4259
1404,826,19127,29,4256
1405,826,19156,29,4245
1406,828,19183,29,4236
1407,828,19207,29,4233
1408,826,19206,29,4233
1409,826,19185,29,4234
1410,828,19165,29,4231
1411,828,19156,29,4237
1412,832,19130,29,4240
1413,833,19112,29,4241
1414,832,19108,29,4239
1415,834,19117,29,4239
1416,831,19118,29,4238
1417,829,19120,29,4235
1418,829,19138,29,4232
1419,830,19155,29,4235
1420,830,19166,29,4225
1421,832,19164,29,4216
1422,834,19168,29,4220
1423,836,19175,29,4225
1424,834,19186,29,4230
1425,835,19208,30,4234
1426,836,19236,30,4232
1427,838,19259,30,4231
1428,838,19270,30,4237
1429,839,19268,30,4246
1430,844,19284,30,4251
1431,846,19290,30,4258
1432,846,19292,30,4257
1433,845,19298,30,4263
1434,845,19291,30,4259
1435,845,19289,30,4257
1436,846,19299,30,4265
1437,846,19317,30,4269
1438,843,19333,30,4269
1439,841,19329,30,4274
1440,842,19336,30,4271
1441,839,19308,30,4274
1442,839,19284,30,4271
1443,837,19277,30,4276
1444,835,19262,30,4280
1445,837,19275,30,4284
1446,840,19288,30,4284
1447,843,19293,30,4283
1448,843,19301,30,4289
1449,842,19335,30,4299
1450,842,19359,30,4325
1451,844,19366,30,4334
1452,845,19373,30,4340
1453,846,19368,30,4349
1454,848,19373,30,4353
1455,850,19372,30,4356
1456,849,19365,30,4367
1457,848,19369,30,4379
1458,844,19360,30,4386
1459,843,19361,30,4385
1460,843,19350,30,4376
1461,841,19332,30,4372
1462,839,19320,30,4369
1463,840,19316,30,4366
1464,843,19334,30,4371
1465,845,19360,30,4379
1466,847,19375,30,4386
1467,848,19392,30,4395
1468,849,19400,30,4399
1469,849,19406,30,4402
1470,849,19419,30,4413
1471,845,19431,30,4413
1472,844,19444,30,4408
1473,843,19468,30,4410
1474,843,19464,30,4416
1475,844,19461,30,4421
1476,846,19444,29,4413
1477,844,19416,29,4413
1478,841,19399,29,4404
1479,839,19389,29,4399
1480,839,19368,29,4384
1481,838,19333,29,4378
1482,836,19310,29,4363
1483,832,19309,29,4361
1484,833,19329,29,4360
1485,834,19348,29,4359
1486,835,19365,29,4358
1487,836,19399,29,4361
1488,835,19422,30,4359
1489,836,19415,30,4359
1490,837,19427,30,4357
1491,836,19438,30,4362
1492,837,19458,30,4366
1493,837,19482,30,4367
1494,837,19512,30,4369
1495,835,19532,30,4371
1496,836,19538,30,4371
1497,839,19551,30,4372
1498,841,19566,30,4376
1499,840,19569,30,4381
1500,840,19563,31,4384
1501,841,19569,32,4391
1502,839,19570,30,4392
1503,837,19567,30,4388
1504,837,19572,30,4387
1505,836,19571,30,4384
1506,836,19562,30,4373
1507,833,19532,30,4363
1508,830,19506,30,4358
1509,829,19476,30,4346
1510,828,19455,30,4336
1511,826,19430,30,4330
1512,825,19421,30,4324
1513,827,19424,30,4324
1514,829,19438,30,4325
1515,832,19458,30,4324
1516,836,19466,30,4320
1517,833,19474,30,4319
1518,833,19491,30,4322
1519,833,19502,30,4322
1520,832,19524,30,4324
1521,832,19538,30,4325
1522,831,19552,30,4329
1523,829,19559,30,4330
1524,828,19559,30,4327
1525,826,19576,30,4331
1526,824,19583,30,4329
1527,823,19591,30,4332
1528,823,19585,30,4339
1529,825,19593,30,4337
1530,826,19588,30,4333
1531,827,19571,30,4324
1532,827,19586,30,4314
1533,824,19597,30,4301
1534,823,19574,30,4294
1535,820,19556,31,4282
1536,818,19546,31,4277
1537,818,19531,31,4277
1538,819,19542,31,4275
1539,820,19542,31,4270
1540,821,19545,31,4266
1541,820,19549,31,4264
1542,822,19545,31,4267
1543,822,19548,31,4268
1544,819,19546,31,4271
1545,813,19531,31,4270
1546,812,19506,31,4263
1547,812,19474,31,4255
1548,808,19428,31,4247
1549,804,19396,31,4245
1550,801,19363,31,4243
1551,797,19371,31,4245
1552,796,19380,31,4255
1553,795,19395,31,4256
1554,796,19415,31,4253
1555,796,19412,30,4251
1556,795,19430,31,4248
1557,796,19444,32,4250
1558,797,19455,32,4254
1559,798,19463,32,4256
1560,797,19473,32,4258
1561,795,19482,32,4256
1562,794,19492,32,4256
1563,794,19498,32,4266
1564,791,19494,32,4268
1565,792,19473,31,4268
1566,791,19440,31,4262
1567,789,19416,31,4256
1568,788,19404,31,4248
1569,788,19398,31,4238
1570,787,19363,31,4231
1571,788,19342,31,4227
1572,788,19323,31,4222
1573,786,19293,31,4222
1574,784,19273,31,4209
1575,783,19256,31,4201
1576,781,19222,31,4197
1577,782,19199,30,4189
1578,781,19200,29,4186
1579,781,19206,29,4182
1580,782,19207,29,4183
1581,783,19220,29,4189
1582,784,19246,29,4197
1583,787,19269,29,4200
1584,786,19272,30,4205
1585,785,19288,30,4209
1586,785,19294,30,4216
1587,785,19300,30,4224
1588,785,19292,30,4222
1589,785,19258,30,4221
1590,784,19239,30,4209
1591,784,19226,30,4200
1592,786,19227,30,4201
1593,789,19238,30,4202
1594,791,19267,30,4206
1595,791,19281,30,4209
1596,791,19287,31,4208
1597,790,19293,31,4209
1598,788,19294,31,4211
1599,787,19301,31,4213
1600,785,19292,31,4212
1601,784,19283,31,4209
1602,783,19256,31,4206
1603,785,19231,31,4207
1604,789,19188,31,4212
1605,791,19174,31,4214
1606,789,19157,31,4215
1607,790,19157,30,4215
1608,790,19154,30,4208
1609,788,19164,30,4212
1610,787,19163,30,4224
1611,787,19176,30,4228
1612,789,19194,30,4229
1613,790,19206,30,4225
1614,793,19192,30,4226
1615,792,19166,30,4221
1616,790,19122,30,4215
1617,793,19095,30,4209
1618,796,19061,30,4201
1619,793,19054,29,4201
1620,795,19047,28,4194
1621,799,19032,28,4192
1622,802,19050,28,4199
1623,802,19073,28,4206
1624,803,19075,28,4214
1625,802,19090,28,4210
1626,799,19101,28,4205
1627,798,19105,28,4206
1628,798,19113,28,4210
1629,797,19116,28,4219
1630,798,19131,28,4226
1631,797,19150,28,4229
1632,797,19165,28,4233
1633,798,19178,28,4234
1634,799,19188,28,4232
1635,800,19200,28,4225
1636,802,19195,28,4219
1637,799,19170,28,4220
1638,794,19130,28,4214
1639,793,19097,28,4199
1640,793,19069,28,4193
1641,791,19031,28,4199
1642,792,18996,29,4204
1643,791,18968,29,4204
1644,789,18947,29,4198
1645,789,18957,29,4201
1646,792,18950,29,4204
1647,794,18964,29,4206
1648,795,18973,29,4207
1649,792,18987,29,4210
1650,793,19016,29,4210
1651,792,19040,29,4209
1652,794,19055,29,4212
1653,793,19064,29,4219
1654,791,19070,29,4225
1655,791,19086,29,4230
1656,793,19095,29,4226
1657,795,19112,29,4230
1658,799,19127,30,4230
1659,799,19128,30,4225
1660,797,19126,30,4223
1661,795,19111,30,4223
1662,790,19063,30,4219
1663,790,19034,30,4215
1664,790,18994,30,4205
1665,786,18964,30,4195
1666,786,18934,30,4190
1667,786,18930,30,4192
1668,786,18923,30,4196
1669,788,18938,30,4195
1670,790,18954,30,4201
1671,790,18978,30,4193
1672,789,18994,30,4194
1673,788,18989,30,4192
1674,784,18957,30,4192
1675,782,18921,30,4193
1676,779,18885,30,4192
1677,778,18864,29,4186
1678,779,18863,29,4190
1679,782,18863,29,4195
1680,780,18888,29,4192
1681,778,18897,29,4189
1682,780,18918,29,4186
1683,779,18929,29,4187
1684,781,18943,29,4187
1685,780,18951,29,4182
1686,778,18954,29,4178
1687,778,18934,29,4171
1688,778,18879,29,4167
1689,777,18836,29,4161
1690,776,18811,29,4144
1691,780,18778,29,4131
1692,784,18783,29,4133
1693,786,18802,29,4133
1694,787,18844,29,4137
1695,787,18866,29,4141
1696,792,18881,29,4142
1697,792,18886,29,4143
1698,792,18894,29,4141
1699,795,18901,29,4137
1700,799,18916,29,4134
1701,801,18950,28,4135
1702,802,18969,28,4138
1703,802,18969,28,4135
1704,800,18973,28,4134
1705,797,18967,28,4129
1706,797,18942,28,4120
1707,787,18896,28,4116
1708,786,18859,28,4113
1709,785,18852,28,4120
1710,786,18833,28,4121
1711,781,18813,28,4122
1712,777,18799,28,4124
1713,778,18812,28,4126
1714,781,18821,28,4130
1715,782,18831,28,4129
1716,779,18838,28,4131
1717,780,18846,28,4140
1718,784,18864,28,4148
1719,789,18870,28,4151
1720,790,18885,29,4156
1721,786,18902,30,4155
1722,786,18914,30,4162
1723,788,18926,30,4170
1724,791,18930,30,4178
1725,790,18920,30,4184
1726,790,18929,30,4187
1727,787,18940,30,4186
1728,788,18950,30,4184
1729,791,18957,30,4182
1730,790,18972,30,4193
1731,790,18986,30,4202
1732,790,18981,30,4205
1733,785,18995,30,4203
1734,785,19016,30,4198
1735,786,19033,30,4193
1736,784,19051,30,4193
1737,784,19057,30,4189
1738,784,19032,30,4185
1739,782,19005,30,4182
1740,782,18999,30,4174
1741,782,18974,30,4162
1742,781,18936,30,4158
1743,783,18925,30,4166
1744,785,18917,30,4176
1745,786,18902,30,4164
1746,784,18887,30,4159
1747,782,18885,30,4159
1748,779,18908,30,4159
1749,779,18929,30,4162
1750,779,18964,30,4166
1751,780,18991,30,4171
1752,781,19006,30,4179
1753,783,19021,30,4189
1754,785,19046,30,4195
1755,784,19059,31,4200
1756,786,19086,31,4201
1757,787,19121,31,4202
1758,787,19134,31,4206
1759,789,19140,31,4216
1760,792,19150,31,4224
1761,793,19154,31,4222
1762,793,19166,31,4223
1763,793,19177,31,4225
1764,788,19182,31,4226
1765,789,19192,31,4233
1766,788,19197,31,4243
1767,789,19206,31,4242
1768,789,19222,31,4241
1769,789,19226,31,4244
1770,788,19226,31,4248
1771,790,19209,31,4247
1772,790,19169,31,4254
1773,790,19152,31,4252
1774,788,19143,31,4259
1775,790,19150,31,4259
1776,793,19161,31,4262
1777,796,19166,31,4261
1778,795,19182,31,4266
1779,796,19219,31,4279
1780,798,19252,31,4297
1781,799,19267,31,4310
1782,800,19277,31,4319
1783,802,19281,31,4325
1784,803,19287,31,4331
1785,805,19292,31,4334
1786,806,19296,31,4345
1787,806,19309,31,4356
1788,807,19322,31,4363
1789,807,19346,31,4363
1790,805,19366,31,4363
1791,804,19390,31,4362
1792,803,19400,31,4362
1793,804,19403,31,4361
1794,807,19387,31,4362
1795,807,19374,31,4371
1796,807,19365,31,4371
1797,809,19377,31,4376
1798,809,19377,31,4382
1799,808,19400,31,4386
1800,808,19413,31,4391
1801,807,19427,31,4397
1802,808,19444,31,4397
1803,807,19473,31,4402
1804,806,19496,31,4412
1805,807,19498,31,4425
1806,809,19510,31,4423
1807,810,19518,31,4423
1808,810,19543,31,4418
1809,809,19553,31,4417
1810,807,19566,31,4409
1811,806,19553,31,4404
1812,806,19525,30,4389
1813,805,19534,30,4389
1814,806,19560,30,4390
1815,806,19594,30,4391
1816,806,19622,30,4389
1817,807,19653,30,4393
1818,807,19674,31,4394
1819,808,19687,32,4394
1820,810,19707,32,4400
1821,809,19729,32,4409
1822,810,19744,32,4415
1823,810,19766,32,4417
1824,810,19785,32,4418
1825,810,19801,32,4418
1826,811,19811,32,4412
1827,814,19816,32,4412
1828,814,19832,32,4413
1829,814,19852,32,4418
1830,812,19841,33,4418
1831,813,19846,35,4422
1832,814,19856,35,4427
1833,814,19866,35,4427
1834,814,19884,35,4425
1835,815,19893,35,4424
1836,815,19884,35,4415
1837,817,19864,35,4411
1838,815,19811,35,4398
1839,814,19779,35,4392
1840,813,19744,35,4384
1841,812,19725,35,4377
1842,812,19725,35,4373
1843,814,19733,35,4374
1844,814,19755,35,4376
1845,815,19777,35,4378
1846,819,19793,35,4381
1847,820,19812,35,4381
1848,818,19825,35,4383
1849,818,19831,35,4388
1850,818,19853,35,4392
1851,817,19875,35,4398
1852,817,19902,35,4407
1853,816,19925,35,4409
1854,815,19941,35,4406
1855,815,19954,35,4411
1856,812,19968,35,4419
1857,811,19972,35,4421
1858,810,19977,35,4428
1859,811,19980,35,4429
1860,813,19969,35,4427
1861,816,19983,35,4429
1862,817,20019,35,4430
1863,816,20052,35,4433
1864,818,20077,35,4431
1865,819,20092,36,4428
1866,820,20086,36,4429
1867,820,20093,36,4433
1868,820,20089,36,4427
1869,821,20084,36,4424
1870,824,20056,36,4417
1871,825,20037,36,4413
1872,825,20032,36,4419
1873,825,20035,36,4425
1874,824,20025,36,4430
1875,823,20024,36,4433
1876,822,19995,36,4434
1877,821,19953,36,4436
1878,820,19913,36,4438
1879,819,19883,36,4432
1880,818,19875,36,4436
1881,818,19887,36,4443
1882,816,19916,36,4458
1883,816,19936,36,4464
1884,816,19954,36,4468
1885,816,19963,36,4472
1886,814,19977,37,4471
1887,814,19999,37,4472
1888,815,20024,37,4470
1889,816,20046,37,4470
1890,814,20061,37,4470
1891,813,20071,37,4469
1892,811,20086,37,4473
1893,809,20092,37,4483
1894,809,20097,37,4487
1895,808,20078,37,4489
1896,804,20064,37,4493
1897,802,20076,37,4488
1898,803,20089,37,4477
1899,803,20101,37,4477
1900,805,20097,37,4479
1901,807,20091,37,4484
1902,807,20086,37,4485
1903,804,20046,37,4474
1904,803,20009,37,4467
1905,804,19989,37,4467
1906,802,19985,37,4469
1907,803,19995,37,4466
1908,801,20007,37,4462
1909,802,20014,37,4456
1910,803,20033,37,4450
1911,801,20055,37,4458
1912,802,20079,37,4464
1913,805,20086,37,4466
1914,804,20068,38,4468
1915,802,20027,39,4455
1916,800,19987,39,4461
1917,797,19963,39,4466
1918,795,19941,39,4469
1919,794,19916,39,4469
1920,796,19920,39,4473
1921,798,19941,39,4466
1922,799,19970,39,4463
1923,803,19995,39,4465
1924,806,20010,39,4466
1925,804,20029,39,4462
1926,804,20047,40,4456
1927,804,20056,41,4455
1928,803,20064,41,4458
1929,799,20068,41,4463
1930,799,20076,41,4460
1931,799,20060,41,4456
1932,798,20026,41,4446
1933,799,19990,41,4445
1934,803,19948,41,4446
1935,805,19921,41,4445
1936,804,19898,41,4446
1937,801,19874,40,4441
1938,798,19858,39,4441
1939,798,19837,39,4439
1940,795,19808,39,4445
1941,793,19780,39,4449
1942,795,19775,38,4448
1943,796,19752,38,4438
1944,795,19731,38,4435
1945,796,19715,37,4426
1946,794,19704,37,4418
1947,799,19673,37,4413
1948,803,19645,37,4405
1949,801,19643,37,4407
1950,803,19658,37,4407
1951,806,19666,37,4411
1952,809,19683,37,4420
1953,808,19711,37,4429
1954,807,19717,37,4434
1955,803,19731,37,4434
1956,802,19755,37,4429
1957,802,19753,37,4424
1958,799,19760,37,4425
1959,798,19763,37,4436
1960,797,19769,37,4432
1961,791,19747,37,4426
1962,789,19739,37,4419
1963,786,19723,37,4410
1964,781,19702,36,4404
1965,778,19676,36,4394
1966,774,19647,36,4383
1967,774,19621,36,4379
1968,773,19600,36,4374
1969,771,19589,36,4375
1970,773,19596,36,4376
1971,775,19606,37,4380
1972,776,19623,38,4393
1973,777,19634,38,4398
1974,778,19662,38,4396
1975,779,19678,38,4403
1976,782,19684,38,4407
1977,785,19698,38,4407
1978,786,19715,38,4404
1979,788,19735,38,4403
1980,790,19755,38,4401
1981,788,19781,38,4400
1982,790,19788,37,4406
1983,789,19782,37,4409
1984,789,19766,37,4414
1985,788,19745,37,4410
1986,786,19709,37,4395
1987,781,19687,37,4381
1988,782,19652,38,4372
1989,778,19612,38,4363
1990,776,19580,38,4358
1991,770,19559,38,4349
1992,767,19508,38,4343
1993,766,19485,38,4336
1994,764,19452,38,4328
1995,761,19420,38,4318
1996,761,19400,38,4311
1997,759,19366,38,4300
1998,759,19335,37,4290
1999,760,19321,37,4288
2000,761,19306,36,4284
2001,759,19298,36,4280
2002,756,19280,36,4266
2003,755,19261,36,4257
2004,754,19220,36,4255
2005,754,19201,36,4256
2006,751,19186,36,4249
2007,749,19188,36,4253
2008,750,19196,36,4261
2009,751,19204,36,4263
2010,752,19213,36,4263
2011,752,19228,36,4260
2012,751,19237,36,4263
2013,752,19240,36,4266
2014,754,19246,36,4263
2015,754,19243,36,4255
2016,752,19246,36,4254
2017,753,19233,36,4248
2018,751,19203,36,4246
2019,747,19161,36,4240
2020,749,19126,36,4225
2021,753,19093,36,4214
2022,755,19063,36,4207
2023,753,19046,36,4194
2024,750,19044,35,4191
2025,749,19035,35,4189
2026,750,19014,35,4187
2027,750,18993,35,4182
2028,749,18974,35,4180
2029,747,18954,35,4172
2030,749,18929,35,4167
2031,750,18916,35,4158
2032,749,18883,35,4153
2033,747,18852,35,4149
2034,745,18851,35,4147
2035,743,18853,35,4143
2036,742,18848,35,4140
2037,740,18841,35,4139
2038,740,18847,35,4141
2039,741,18857,35,4145
2040,742,18871,35,4158
2041,741,18884,35,4163
2042,741,18891,35,4165
2043,743,18902,35,4173
2044,746,18907,35,4172
2045,747,18920,35,4171
2046,748,18932,35,4173
2047,749,18938,35,4181
2048,753,18960,35,4189
2049,758,18974,35,4194
2050,757,18974,36,4197
2051,757,18979,37,4195
2052,757,18984,38,4198
2053,759,18971,38,4200
2054,761,18948,38,4199
2055,757,18899,38,4190
2056,755,18859,37,4190
2057,752,18836,37,4181
2058,751,18804,37,4176
2059,754,18775,37,4169
2060,753,18753,37,4169
2061,753,18731,37,4171
2062,752,18716,37,4162
2063,750,18699,36,4154
2064,746,18685,36,4153
2065,747,18670,36,4151
2066,748,18665,36,4144
2067,745,18653,36,4135
2068,744,18630,36,4135
2069,744,18614,36,4133
2070,741,18626,36,4134
2071,742,18642,36,4136
2072,742,18635,36,4144
2073,743,18646,36,4158
2074,746,18654,36,4165
2075,746,18665,36,4169
2076,746,18675,36,4168
2077,746,18687,36,4169
2078,746,18705,36,4167
2079,746,18727,36,4166
2080,747,18752,36,4169
2081,748,18760,36,4169
2082,750,18767,36,4177
2083,753,18789,36,4184
2084,754,18807,36,4193
2085,755,18821,37,4197
2086,755,18855,37,4190
2087,755,18880,37,4190
2088,754,18893,37,4187
2089,756,18890,37,4195
2090,761,18874,37,4188
2091,759,18850,37,4183
2092,757,18814,37,4177
2093,756,18773,37,4172
2094,755,18736,37,4165
2095,754,18696,37,4162
2096,754,18652,37,4164
2097,756,18653,37,4160
2098,755,18673,37,4160
2099,755,18691,37,4164
2100,753,18701,37,4171
2101,755,18716,36,4177
2102,755,18726,36,4185
2103,754,18731,36,4188
2104,754,18743,36,4196
2105,756,18749,36,4203
2106,760,18762,36,4199
2107,765,18763,36,4195
2108,768,18779,36,4202
2109,769,18811,36,4217
2110,770,18827,36,4234
2111,770,18839,36,4244
2112,771,18832,36,4250
2113,772,18839,36,4256
2114,774,18823,36,4257
2115,777,18797,36,4249
2116,778,18766,36,4254
2117,774,18742,35,4254
2118,772,18715,35,4252
2119,771,18685,34,4240
2120,769,18664,34,4228
2121,768,18644,34,4213
2122,760,18630,34,4208
2123,758,18604,34,4201
2124,761,18592,34,4204
2125,762,18598,34,4214
2126,764,18619,34,4226
2127,765,18644,34,4233
2128,763,18646,34,4238
2129,760,18660,34,4248
2130,759,18676,34,4253
2131,759,18695,33,4260
2132,760,18725,33,4259
2133,760,18749,33,4266
2134,761,18761,33,4275
2135,762,18766,33,4283
2136,764,18772,33,4281
2137,764,18777,33,4285
2138,763,18793,33,4286
2139,763,18822,33,4287
2140,762,18823,33,4282
2141,761,18813,33,4277
2142,760,18796,33,4276
2143,759,18795,33,4273
2144,759,18809,33,4268
2145,758,18835,33,4269
2146,759,18858,33,4268
2147,759,18880,33,4273
2148,759,18902,34,4274
2149,759,18914,35,4275
2150,761,18931,35,4280
2151,761,18946,35,4283
2152,761,18957,35,4284
2153,761,18978,35,4282
2154,761,19006,35,4286
2155,761,19011,35,4286
2156,762,19022,35,4284
2157,762,19025,35,4283
2158,762,19035,35,4284
2159,760,19045,35,4289
2160,759,19034,36,4290
2161,757,19039,36,4296
2162,758,19037,36,4295
2163,756,19046,36,4289
2164,756,19059,36,4285
2165,757,19053,36,4283
2166,757,19039,36,4270
2167,759,19016,36,4261
2168,751,18990,36,4250
2169,749,18959,36,4243
2170,748,18940,36,4239
2171,745,18935,36,4229
2172,745,18940,36,4224
2173,747,18951,35,4225
2174,748,18963,35,4230
2175,752,18983,35,4228
2176,756,18996,35,4227
2177,755,19013,35,4230
2178,753,19015,35,4232
2179,753,19027,35,4234
2180,753,19036,35,4242
2181,752,19058,35,4245
2182,749,19070,35,4252
2183,749,19073,35,4253
2184,747,19079,35,4250
2185,747,19095,35,4254
2186,745,19114,35,4258
2187,745,19119,35,4261
2188,745,19129,35,4267
2189,746,19136,35,4271
2190,750,19139,35,4271
2191,750,19152,35,4270
2192,751,19186,35,4264
2193,751,19219,35,4263
2194,751,19231,35,4264
2195,753,19247,35,4263
2196,752,19247,35,4262
2197,752,19245,35,4261
2198,753,19255,35,4261
2199,754,19264,35,4260
2200,754,19269,35,4255
2201,757,19282,35,4259
2202,759,19296,35,4268
2203,757,19297,35,4275
2204,757,19297,35,4280
2205,756,19299,35,4283
2206,756,19290,34,4285
2207,755,19288,34,4285
2208,755,19267,34,4283
2209,755,19232,34,4282
2210,753,19221,34,4277
2211,753,19220,34,4279
2212,753,19243,34,4287
2213,754,19257,34,4296
2214,757,19283,34,4297
2215,757,19293,34,4299
2216,755,19305,35,4300
2217,754,19324,35,4301
2218,754,19332,35,4300
2219,755,19350,35,4302
2220,753,19369,35,4304
2221,753,19391,35,4304
2222,752,19420,35,4305
